com_Chromosome_8_64b-3-5p,ID=Hetgly17072.t1;Parent=Hetgly17072;Alias=mikado.Scaffold_7G928.1::Chromosome_7:2827039-2836156,1,30,366,395,0.982
com_Chromosome_8_64b-3-5p,ID=Hetgly04375.t1;Parent=Hetgly04375;Alias=mikado.Scaffold_3G3207.1::Chromosome_3:11625858-11699575,22,31,42857,42886,0.978
com_Chromosome_8_64b-3-5p,ID=Hetgly03042.t1;Parent=Hetgly03042;Alias=mikado.Scaffold_3G514.1::Chromosome_3:1864396-1867447,5,30,3014,3038,0.974
com_Chromosome_8_64b-3-5p,ID=Hetgly08159.t1;Parent=Hetgly08159;Alias=mikado.Scaffold_5G4810.1::Chromosome_1:18637227-18693249,4,30,23950,23975,0.97
com_Chromosome_8_64b-3-5p,ID=Hetgly08163.t1;Parent=Hetgly08163;Alias=mikado.Scaffold_5G4802.2::Chromosome_1:18646488-18684297,4,30,14689,14714,0.97
com_Chromosome_8_64b-3-5p,ID=Hetgly08163.t2;Parent=Hetgly08163;Alias=mikado.Scaffold_5G4802.1::Chromosome_1:18646488-18684297,4,30,14689,14714,0.97
com_Chromosome_8_64b-3-5p,ID=Hetgly09384.t1;Parent=Hetgly09384;Alias=mikado.Scaffold_1G820.1::Chromosome_2:3094104-3127166,1,30,6481,6502,0.97
com_Chromosome_8_64b-3-5p,ID=Hetgly18303.t1;Parent=Hetgly18303;Alias=mikado.Scaffold_7G3325.1::Chromosome_7:10284141-10289181,1,30,3930,3960,0.97
com_Chromosome_8_64b-3-5p,ID=Hetgly08663.t1;Parent=Hetgly08663;Alias=mikado.Scaffold_5G5778.1::Chromosome_1:22084894-22087385,3,30,386,408,0.968
com_Chromosome_8_64b-3-5p,ID=Hetgly13432.t1;Parent=Hetgly13432;Alias=mikado.Scaffold_4G3168.1::Chromosome_4:10754931-10758882,4,30,2311,2346,0.966
com_Chromosome_8_64b-3-5p,ID=Hetgly15593.t1;Parent=Hetgly15593;Alias=mikado.Scaffold_6G2749.1::Chromosome_6:8923797-8966015,8,31,33239,33266,0.966
com_Chromosome_8_64b-3-5p,ID=Hetgly03806.t1;Parent=Hetgly03806;Alias=mikado.Scaffold_3G2419.1::Chromosome_3:8510274-8512720,20,30,519,548,0.964
com_Chromosome_8_64b-3-5p,ID=Hetgly03815.t1;Parent=Hetgly03815;Alias=mikado.Scaffold_3G2428.1::Chromosome_3:8627705-8631006,4,30,2955,2981,0.964
com_Chromosome_8_64b-3-5p,ID=Hetgly07298.t1;Parent=Hetgly07298;Alias=mikado.Scaffold_5G3263.1::Chromosome_1:13491886-13492944,22,30,1,12,0.962
com_Chromosome_8_64b-3-5p,ID=Hetgly11264.t1;Parent=Hetgly11264;Alias=mikado.Scaffold_1G4610.1::Chromosome_2:16164850-16166861,4,31,365,398,0.962
com_Chromosome_8_64b-3-5p,ID=Hetgly12492.t1;Parent=Hetgly12492;Alias=mikado.Scaffold_4G1598.1::Chromosome_4:6223748-6227937,2,30,3221,3246,0.962
com_Chromosome_8_64b-3-5p,ID=Hetgly01730.t1;Parent=Hetgly01730;Alias=mikado.Scaffold_8G3237.1::Chromosome_5:10208055-10214415,1,28,5033,5065,0.962
com_Chromosome_8_64b-3-5p,ID=Hetgly08320.t1;Parent=Hetgly08320;Alias=mikado.Scaffold_5G5175.1::Chromosome_1:19836761-19893736,2,31,36071,36102,0.96
com_Chromosome_8_64b-3-5p,ID=Hetgly03012.t1;Parent=Hetgly03012;Alias=mikado.Scaffold_3G442.1::Chromosome_3:1659270-1664858,2,31,3055,3087,0.96
com_Chromosome_8_64b-3-5p,ID=Hetgly09367.t1;Parent=Hetgly09367;Alias=mikado.Scaffold_1G806.1::Chromosome_2:2999637-3002888,1,30,1900,1921,0.958
com_Chromosome_8_64b-3-5p,ID=Hetgly04640.t1;Parent=Hetgly04640;Alias=mikado.Scaffold_3G3673.1::Chromosome_3:12921931-12975458,21,30,7928,7957,0.958
com_Chromosome_8_64b-3-5p,ID=Hetgly08665.t1;Parent=Hetgly08665;Alias=mikado.Scaffold_5G5771.1::Chromosome_1:22095085-22099031,24,31,1,14,0.956
com_Chromosome_8_64b-3-5p,ID=Hetgly04760.t1;Parent=Hetgly04760;Alias=mikado.Scaffold_3G3790.1::Chromosome_3:13463609-13533647,1,30,67301,67339,0.956
com_Chromosome_8_64b-3-5p,ID=Hetgly01447.t1;Parent=Hetgly01447;Alias=mikado.Scaffold_8G2927.1::Chromosome_5:8985395-8987174,20,30,620,649,0.956
com_Chromosome_8_64b-3-5p,ID=Hetgly14402.t1;Parent=Hetgly14402;Alias=mikado.Scaffold_6G439.1::Chromosome_6:1594174-1596758,3,30,1338,1373,0.956
com_Chromosome_8_64b-3-5p,ID=Hetgly11547.t1;Parent=Hetgly11547;Alias=mikado.Scaffold_1G5696.1::Chromosome_2:20646994-20648569,20,31,230,259,0.954
com_Chromosome_8_64b-3-5p,ID=Hetgly02975.t1;Parent=Hetgly02975;Alias=mikado.Scaffold_3G333.1::Chromosome_3:1235734-1252780,5,30,6993,7031,0.952
com_Chromosome_8_64b-3-5p,ID=Hetgly00187.t1;Parent=Hetgly00187;Alias=mikado.Scaffold_8G326.2::Chromosome_5:893989-895532,19,29,937,968,0.952
com_Chromosome_8_64b-3-5p,ID=Hetgly00187.t2;Parent=Hetgly00187;Alias=mikado.Scaffold_8G326.1::Chromosome_5:894328-895199,19,29,598,629,0.952
com_Chromosome_8_64b-3-5p,ID=Hetgly15687.t1;Parent=Hetgly15687;Alias=mikado.Scaffold_6G2893.1::Chromosome_6:9249788-9254111,13,30,3625,3656,0.952
com_Chromosome_8_64b-3-5p,ID=Hetgly22441.t1;Parent=Hetgly22441;Alias=mikado.Scaffold_2G3301.1::Chromosome_8:12110150-12112893,3,29,910,940,0.952
com_Chromosome_8_64b-3-5p,ID=Hetgly06213.t1;Parent=Hetgly06213;Alias=mikado.Scaffold_5G598.1::Chromosome_1:3733129-3739789,1,30,1090,1121,0.95
com_Chromosome_8_64b-3-5p,ID=Hetgly04183.t1;Parent=Hetgly04183;Alias=mikado.Scaffold_3G2989.1::Chromosome_3:10716818-10720953,20,30,293,323,0.95
com_Chromosome_8_64b-3-5p,ID=Hetgly14552.t1;Parent=Hetgly14552;Alias=mikado.Scaffold_6G793.1::Chromosome_6:2809697-2814906,20,30,5018,5047,0.95
com_Chromosome_8_64b-3-5p,ID=Hetgly20463.t1;Parent=Hetgly20463;Alias=mikado.Scaffold_9G2941.1::Chromosome_9:9508660-9516345,21,30,728,757,0.948
com_Chromosome_8_64b-3-5p,ID=Hetgly09694.t1;Parent=Hetgly09694;Alias=mikado.Scaffold_1G1307.1::Chromosome_2:4674147-4675270,24,30,416,445,0.946
com_Chromosome_8_64b-3-5p,ID=Hetgly11668.t1;Parent=Hetgly11668;Alias=mikado.Scaffold_1G5996.1::Chromosome_2:21784483-21797428,21,30,8172,8201,0.946
com_Chromosome_8_64b-3-5p,ID=Hetgly12951.t1;Parent=Hetgly12951;Alias=mikado.Scaffold_4G2381.1::Chromosome_4:8650350-8654845,4,30,3694,3717,0.946
com_Chromosome_8_64b-3-5p,ID=Hetgly00405.t1;Parent=Hetgly00405;Alias=mikado.Scaffold_8G873.1::Chromosome_5:2644732-2715306,1,29,18060,18086,0.946
com_Chromosome_8_64b-3-5p,ID=Hetgly02697.t1;Parent=Hetgly02697;Alias=mikado.Scaffold_8G5001.1::Chromosome_5:15822404-15893702,24,30,49859,49888,0.946
com_Chromosome_8_64b-3-5p,ID=Hetgly14190.t1;Parent=Hetgly14190;Alias=mikado.Scaffold_4G5128.1::Chromosome_4:17839235-17874194,9,30,1993,2018,0.944
