ID=Hetgly13463.t1;Parent=Hetgly13463;Alias=mikado.Scaffold_4G3187.1::Chromosome_4:10939417-10945173,Chromosome_8_100a-206
ID=Hetgly18149.t1;Parent=Hetgly18149;Alias=mikado.Scaffold_7G3106.1::Chromosome_7:9643315-9649388,Chromosome_8_100a-206
ID=Hetgly07624.t1;Parent=Hetgly07624;Alias=mikado.Scaffold_5G3625.1::Chromosome_1:15220605-15224517,Chromosome_8_180a-183
ID=Hetgly03868.t1;Parent=Hetgly03868;Alias=mikado.Scaffold_3G2467.1::Chromosome_3:8978930-8980376,Chromosome_8_180a-183
ID=Hetgly02741.t1;Parent=Hetgly02741;Alias=mikado.Scaffold_8G5057.1::Chromosome_5:16092476-16097930,Chromosome_8_714a-263
ID=Hetgly21869.t1;Parent=Hetgly21869;Alias=mikado.Scaffold_2G2458.1::Chromosome_8:9161519-9167909,Chromosome_8_714a-263
ID=Hetgly08320.t1;Parent=Hetgly08320;Alias=mikado.Scaffold_5G5175.1::Chromosome_1:19836761-19893736,com_Chromosome_8_714b-137
ID=Hetgly10721.t1;Parent=Hetgly10721;Alias=mikado.Scaffold_1G2993.1::Chromosome_2:9872691-9876009,com_Chromosome_8_714b-137
ID=Hetgly07948.t1;Parent=Hetgly07948;Alias=mikado.Scaffold_5G4349.1::Chromosome_1:17169212-17235898,Chromosome_8_752a-219
ID=Hetgly08921.t1;Parent=Hetgly08921;Alias=mikado.Scaffold_5G6302.1::Chromosome_1:23939953-23965764,Chromosome_8_752a-219
ID=Hetgly07948.t1;Parent=Hetgly07948;Alias=mikado.Scaffold_5G4349.1::Chromosome_1:17169212-17235898,com_Chromosome_8_752b-181
ID=Hetgly15593.t1;Parent=Hetgly15593;Alias=mikado.Scaffold_6G2749.1::Chromosome_6:8923797-8966015,com_Chromosome_8_752b-181
ID=Hetgly08547.t1;Parent=Hetgly08547;Alias=mikado.Scaffold_5G5499.1::Chromosome_1:21373743-21375655,Chromosome_8_765a-235
ID=Hetgly05887.t1;Parent=Hetgly05887;Alias=mikado.Scaffold_3G5985.1::Chromosome_3:21579014-21581218,Chromosome_8_767a-187
ID=Hetgly13481.t1;Parent=Hetgly13481;Alias=mikado.Scaffold_4G3199.1::Chromosome_4:11022248-11027646,com_Chromosome_8_767b-213
ID=Hetgly14990.t1;Parent=Hetgly14990;Alias=mikado.Scaffold_6G1800.1::Chromosome_6:6037881-6047547,com_Chromosome_8_767b-213
ID=Hetgly08159.t1;Parent=Hetgly08159;Alias=mikado.Scaffold_5G4810.1::Chromosome_1:18637227-18693249,com_Chromosome_8_768b-64
ID=Hetgly12645.t1;Parent=Hetgly12645;Alias=mikado.Scaffold_4G1915.1::Chromosome_4:7162161-7216054,com_Chromosome_8_768b-64
ID=Hetgly10774.t1;Parent=Hetgly10774;Alias=mikado.Scaffold_1G3133.1::Chromosome_2:10354448-10414367,com_Chromosome_8_991b-140
ID=Hetgly02697.t1;Parent=Hetgly02697;Alias=mikado.Scaffold_8G5001.1::Chromosome_5:15822404-15893702,com_Chromosome_8_991b-140
ID=Hetgly21493.t1;Parent=Hetgly21493;Alias=mikado.Scaffold_2G1843.1::Chromosome_8:7488442-7490283,Chromosome_8_1080a-253
ID=Hetgly06183.t1;Parent=Hetgly06183;Alias=mikado.Scaffold_5G574.1::Chromosome_1:3318000-3319809,com_Chromosome_8_1080b-147
ID=Hetgly04375.t1;Parent=Hetgly04375;Alias=mikado.Scaffold_3G3207.1::Chromosome_3:11625858-11699575,com_Chromosome_8_64b-3
ID=Hetgly17072.t1;Parent=Hetgly17072;Alias=mikado.Scaffold_7G928.1::Chromosome_7:2827039-2836156,com_Chromosome_8_64b-3
ID=Hetgly11005.t1;Parent=Hetgly11005;Alias=mikado.Scaffold_1G3730.1::Chromosome_2:12683758-12731838,Chromosome_8_70a-231
ID=Hetgly04892.t1;Parent=Hetgly04892;Alias=mikado.Scaffold_3G4083.1::Chromosome_3:14098518-14167596,Chromosome_8_70a-231
ID=Hetgly00317.t1;Parent=Hetgly00317;Alias=mikado.Scaffold_8G590.1::Chromosome_5:1854650-1858409,Chromosome_8_99a-386
ID=Hetgly02697.t1;Parent=Hetgly02697;Alias=mikado.Scaffold_8G5001.1::Chromosome_5:15822404-15893702,Chromosome_8_99a-386
ID=Hetgly08236.t1;Parent=Hetgly08236;Alias=mikado.Scaffold_5G4875.1::Chromosome_1:19230222-19233846,Chromosome_8_984a-263
ID=Hetgly04364.t1;Parent=Hetgly04364;Alias=mikado.Scaffold_3G3332.1::Chromosome_3:11575771-11576654,Chromosome_8_984a-263
